Link,Type,Time,Days,Location,Date Range,Schedule Type,Instructor,Type 2,Time 2,Days 2,Location 2,Date Range 2,Schedule Type 2,Instructor 2
Energy Generation - 46232 - ESE 401 - 010,Class,6:10 pm - 9:00 pm,M,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,William F.  Gould (P),,,,,,,
Energy Systems Engineering Project - 46900 - ESE 460 - 010,Class,5:35 pm - 8:30 pm,T,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Martha   Dodge (P),,,,,,,
