Link,Type,Time,Days,Location,Date Range,Schedule Type,Instructor,Type 2,Time 2,Days 2,Location 2,Date Range 2,Schedule Type 2,Instructor 2
Experimental Research Methods and Laboratory - 40549 - PSYC 210 - 061,Class,1:10 pm - 4:00 pm,MW,TBA,"Aug 25, 2014 - Dec 05, 2014",Lab,Ageliki   Nicolopoulou (P),,,,,,,
Social Cognition - 49554 - PSYC 314 - 010,Class,2:35 pm - 3:50 pm,MW,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Teaching   Staff (P),,,,,,,
Health Psychology - 41142 - PSYC 327 - 010,Class,7:10 pm - 10:00 pm,T,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Timothy A.  Lomauro (P),,,,,,,
Educational Psychology - 48349 - PSYC 328 - 010,Class,11:10 am - 12:25 pm,WF,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Susan E  Barrett (P),,,,,,,
The Psychology of Human Goodness - 48738 - PSYC 332 - 010,Class,9:20 am - 10:35 am,TR,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Michael J.  Gill (P),,,,,,,
Health Care Reasoning and Decision-Making - 49174 - PSYC 344 - 010,Class,10:45 am - 12:00 pm,TR,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Jessecae   Marsh (P),,,,,,,
Children's Thinking - 49179 - PSYC 351 - 010,Class,2:35 pm - 3:50 pm,TR,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Amanda C.  Brandone (P),,,,,,,
Emotional Development - 48739 - PSYC 378 - 010,Class,10:45 am - 12:00 pm,TR,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Deborah   Laible (P),,,,,,,
Honors Project - 45171 - PSYC 389 - 010,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Susan E  Barrett (P),,,,,,,
Honors Project - 44334 - PSYC 389 - 011,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Mark H.  Bickhard (P),,,,,,,
Honors Project - 44335 - PSYC 389 - 012,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Michael J.  Gill (P),,,,,,,
Honors Project - 45446 - PSYC 389 - 013,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Christopher T.  Burke (P),,,,,,,
Honors Project - 44337 - PSYC 389 - 014,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Diane T.  Hyland (P),,,,,,,
Honors Project - 44338 - PSYC 389 - 015,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Barbara C.  Malt (P),,,,,,,
Honors Project - 46057 - PSYC 389 - 016,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Dominic J.  Packer (P),,,,,,,
Honors Project - 44339 - PSYC 389 - 017,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Gordon B.  Moskowitz (P),,,,,,,
Honors Project - 44340 - PSYC 389 - 018,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Ageliki   Nicolopoulou (P),,,,,,,
Honors Project - 44341 - PSYC 389 - 019,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Padraig G  O'Seaghdha (P),,,,,,,
Honors Project - 47300 - PSYC 389 - 020,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Amanda C.  Brandone (P),,,,,,,
Honors Project - 44343 - PSYC 389 - 021,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Catherine M.  Arrington (P),,,,,,,
Honors Project - 44345 - PSYC 389 - 022,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Deborah   Laible (P),,,,,,,
Honors Project - 44346 - PSYC 389 - 023,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Timothy A.  Lomauro (P),,,,,,,
Honors Project - 46058 - PSYC 389 - 024,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Almut   Hupbach (P),,,,,,,
Honors Project - 47291 - PSYC 389 - 025,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Jessecae   Marsh (P),,,,,,,
Thesis - 45173 - PSYC 391 - 010,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Susan E  Barrett (P),,,,,,,
Thesis - 43641 - PSYC 391 - 011,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Mark H.  Bickhard (P),,,,,,,
Thesis - 43642 - PSYC 391 - 012,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Michael J.  Gill (P),,,,,,,
Thesis - 45447 - PSYC 391 - 013,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Christopher T.  Burke (P),,,,,,,
Thesis - 43644 - PSYC 391 - 014,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Diane T.  Hyland (P),,,,,,,
Thesis - 43645 - PSYC 391 - 015,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Barbara C.  Malt (P),,,,,,,
Thesis - 46059 - PSYC 391 - 016,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Dominic J.  Packer (P),,,,,,,
Thesis - 43657 - PSYC 391 - 017,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Gordon B.  Moskowitz (P),,,,,,,
Thesis - 43658 - PSYC 391 - 018,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Ageliki   Nicolopoulou (P),,,,,,,
Thesis - 43659 - PSYC 391 - 019,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Padraig G  O'Seaghdha (P),,,,,,,
Thesis - 47302 - PSYC 391 - 020,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Amanda C.  Brandone (P),,,,,,,
Thesis - 43661 - PSYC 391 - 021,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Catherine M.  Arrington (P),,,,,,,
Thesis - 43664 - PSYC 391 - 022,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Deborah   Laible (P),,,,,,,
Thesis - 43665 - PSYC 391 - 023,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Timothy A.  Lomauro (P),,,,,,,
Thesis - 46061 - PSYC 391 - 024,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Almut   Hupbach (P),,,,,,,
Thesis - 47301 - PSYC 391 - 025,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Jessecae   Marsh (P),,,,,,,
Thesis - 48466 - PSYC 391 - 026,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Ian   Birky (P),,,,,,,
Thesis - 45175 - PSYC 392 - 010,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Susan E  Barrett (P),,,,,,,
Thesis - 43670 - PSYC 392 - 011,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Mark H.  Bickhard (P),,,,,,,
Thesis - 43672 - PSYC 392 - 012,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Michael J.  Gill (P),,,,,,,
Thesis - 45448 - PSYC 392 - 013,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Christopher T.  Burke (P),,,,,,,
Thesis - 43675 - PSYC 392 - 014,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Diane T.  Hyland (P),,,,,,,
Thesis - 43677 - PSYC 392 - 015,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Barbara C.  Malt (P),,,,,,,
Thesis - 46062 - PSYC 392 - 016,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Dominic J.  Packer (P),,,,,,,
