Link,Type,Time,Days,Location,Date Range,Schedule Type,Instructor,Type 2,Time 2,Days 2,Location 2,Date Range 2,Schedule Type 2,Instructor 2
Integrated Product Development (IPD) Process -1 - 48319 - TE 401 - 010,Class,2:10 pm - 5:00 pm,T,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Matthew A.  Sommerfield (P),,,,,,,
Entrepreneurial Startup Process-1 - 48320 - TE 403 - 010,Class,2:10 pm - 5:00 pm,M,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Michael   Lehman (P),,,,,,,
Entrepreneurial Startup Projects-1 - 48322 - TE 405 - 010,Class,1:10 pm - 5:00 pm,W,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Michael   Lehman (P),,,,,,,
Integrated Product Development (IPD) Projects-1 - 48321 - TE 461 - 010,Class,1:10 pm - 5:00 pm,W,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Marc   de Vinck (P),,,,,,,
