Link,Type,Time,Days,Location,Date Range,Schedule Type,Instructor,Type 2,Time 2,Days 2,Location 2,Date Range 2,Schedule Type 2,Instructor 2
Elementary Modern Hebrew I - 40265 - HEBR 001 - 010,Class,9:10 am - 10:00 am,MWF,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Bunnie R.  Piltch (P),,,,,,,
Hebrew Special Topics - 46400 - HEBR 151 - 010,Class,10:10 am - 11:00 am,MWF,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Bunnie R.  Piltch (P),,,,,,,
