Link,Type,Time,Days,Location,Date Range,Schedule Type,Instructor,Type 2,Time 2,Days 2,Location 2,Date Range 2,Schedule Type 2,Instructor 2
"ESL Advanced Structure, Grammar and Seminar - 46993 - ESLP 001 - 010",Class,2:10 pm - 4:00 pm,MW,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Timothy W.  Cauller (P),,,,,,,
ESL Clear Speech and Conversation - 46475 - ESLP 003 - 010,Class,2:10 pm - 4:00 pm,MW,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Rita   DiFiore-Czipczer (P),,,,,,,
ESL Clear Speech and Conversation - 47022 - ESLP 003 - 011,Class,4:10 pm - 6:00 pm,TR,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Elena   Reiss (P),,,,,,,
ESL Advanced Speaking English and Presentation Skills - 46476 - ESLP 012 - 010,Class,2:10 pm - 4:00 pm,TR,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Timothy E.  Bonner (P),,,,,,,
ESL Advanced Speech and Presentation Skills - 49553 - ESLP 012 - 011,Class,2:10 pm - 4:00 pm,MW,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Teaching   Staff (P),,,,,,,
