Link,Type,Time,Days,Location,Date Range,Schedule Type,Instructor,Type 2,Time 2,Days 2,Location 2,Date Range 2,Schedule Type 2,Instructor 2
Special Projects - 47108 - THTR 175 - 014,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Erica   Hoelscher (P),,,,,,,
Special Projects - 41339 - THTR 175 - 015,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Kashi K.  Johnson (P),,,,,,,
Special Projects - 41341 - THTR 175 - 017,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Melpomene   Katakalos (P),,,,,,,
Special Projects - 47109 - THTR 175 - 018,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Pamela D.  Richey (P),,,,,,,
Special Projects - 41350 - THTR 175 - 019,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Andrew Frances  Southard (P),,,,,,,
Special Projects - 47754 - THTR 175 - 020,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Teaching   Staff (P),,,,,,,
Special Projects - 41342 - THTR 175 - 021,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Augustine   Ripa (P),,,,,,,
Special Projects - 41343 - THTR 175 - 022,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Pam   Pepper (P),,,,,,,
Special Projects - 41344 - THTR 175 - 023,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Jeffrey R.  Milet (P),,,,,,,
Special Projects - 41345 - THTR 175 - 024,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Erica   Hoelscher (P),,,,,,,
Special Projects - 41346 - THTR 175 - 025,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Kashi K.  Johnson (P),,,,,,,
Special Projects - 41348 - THTR 175 - 027,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Melpomene   Katakalos (P),,,,,,,
Special Projects - 47110 - THTR 175 - 028,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Pamela D.  Richey (P),,,,,,,
Special Projects - 41352 - THTR 175 - 029,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Andrew Frances  Southard (P),,,,,,,
Special Projects - 44568 - THTR 175 - 031,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Darius   Williams (P),,,,,,,
Special Projects - 47111 - THTR 175 - 032,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Susan M.  Ragusa (P),,,,,,,
Special Projects - 47112 - THTR 175 - 033,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Kristian Derek  Ball (P),,,,,,,
Special Projects - 46088 - THTR 175 - 034,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Ruth Elizabeth Briese  Miller (P),,,,,,,
Lighting Design - 49177 - THTR 186 - 010,Class,1:10 pm - 2:25 pm,TR,049  Zoellner Arts Center 131,"Aug 25, 2014 - Dec 05, 2014",Lecture,Jeffrey R.  Milet (P),,,,,,,
Advanced Directing - 40836 - THTR 245 - 010,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Augustine   Ripa (P),,,,,,,
Design Practicum: The Effect of Gamma Rays on  Man-in-the-Moon Marigolds - 47758 - THTR 260 - 010,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Teaching   Staff (P),,,,,,,
Design Practicum: The Effects of Gamma Rays on Man-In-The-Moon Marigolds - 44548 - THTR 260 - 011,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Jeffrey R.  Milet (P),,,,,,,
Design Practicum: The Effects of Gamma Rays on Man-In-The-Moon Marigolds - 44571 - THTR 260 - 012,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Erica   Hoelscher (P),,,,,,,
Design Practicum: The Effects of Gamma Rays on Man-In-The-Moon Marigolds - 45404 - THTR 260 - 013,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Susan M.  Ragusa (P),,,,,,,
Design Practicum: The Effects of Gamma Rays on Man-In-The-Moon Marigolds - 47116 - THTR 260 - 014,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Kristian Derek  Ball (P),,,,,,,
Design Practicum: The Effects of Gamma Rays on Man-In-The-Moon Marigolds - 47689 - THTR 260 - 015,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Melpomene   Katakalos (P),,,,,,,
Design Practicum: Kind Ness and Minnesota - 47760 - THTR 260 - 020,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Teaching   Staff (P),,,,,,,
Design Practicum: Kind Ness and Minnesota - 45407 - THTR 260 - 021,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Jeffrey R.  Milet (P),,,,,,,
Design Practicum: Kind Ness and Minnesota - 45408 - THTR 260 - 022,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Erica   Hoelscher (P),,,,,,,
Design Practicum: Kind Ness and Minnesota - 45410 - THTR 260 - 023,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Susan M.  Ragusa (P),,,,,,,
Design Practicum: Kind Ness and Minnesota - 47117 - THTR 260 - 024,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Kristian Derek  Ball (P),,,,,,,
Design Practicum: Kind Ness and Minnesota - 47690 - THTR 260 - 025,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Melpomene   Katakalos (P),,,,,,,
Design Practicum: THTR 245 - 47763 - THTR 260 - 030,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Teaching   Staff (P),,,,,,,
Design Practicum: Thtr 245 - 45412 - THTR 260 - 031,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Jeffrey R.  Milet (P),,,,,,,
Design Practicum: Thtr 245 - 45413 - THTR 260 - 032,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Erica   Hoelscher (P),,,,,,,
Design Practicum: Thtr 245 - 45414 - THTR 260 - 033,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Susan M.  Ragusa (P),,,,,,,
Design Practicum: Thtr 245 - 47118 - THTR 260 - 034,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Kristian Derek  Ball (P),,,,,,,
Design Practicum: Thtr 245 - 47691 - THTR 260 - 035,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Melpomene   Katakalos (P),,,,,,,
Internship - 47765 - THTR 275 - 010,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Internship,Teaching   Staff (P),,,,,,,
Internship - 41513 - THTR 275 - 011,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Internship,Augustine   Ripa (P),,,,,,,
Internship - 41514 - THTR 275 - 012,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Internship,Pam   Pepper (P),,,,,,,
Internship - 41515 - THTR 275 - 013,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Internship,Jeffrey R.  Milet (P),,,,,,,
Internship - 41516 - THTR 275 - 014,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Internship,Erica   Hoelscher (P),,,,,,,
Internship - 41517 - THTR 275 - 015,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Field Work/Study,Kashi K.  Johnson (P),,,,,,,
Internship - 41519 - THTR 275 - 017,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Internship,Melpomene   Katakalos (P),,,,,,,
Internship - 41520 - THTR 275 - 018,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Internship,Pamela D.  Richey (P),,,,,,,
Internship - 41521 - THTR 275 - 019,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Internship,Andrew Frances  Southard (P),,,,,,,
Internship - 43847 - THTR 275 - 021,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Internship,Susan M.  Ragusa (P),,,,,,,
Internship - 46100 - THTR 275 - 022,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Internship,Kristian Derek  Ball (P),,,,,,,
Internship - 47120 - THTR 275 - 023,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Internship,Ruth Elizabeth Briese  Miller (P),,,,,,,
Internship - 49188 - THTR 275 - 024,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Internship,Darius   Williams (P),,,,,,,
Senior Study - 47771 - THTR 315 - 010,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Teaching   Staff (P),,,,,,,
Senior Study - 42159 - THTR 315 - 011,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Augustine   Ripa (P),,,,,,,
Senior Study - 42161 - THTR 315 - 012,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Pam   Pepper (P),,,,,,,
Senior Study - 42162 - THTR 315 - 013,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Jeffrey R.  Milet (P),,,,,,,
Senior Study - 42163 - THTR 315 - 014,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Erica   Hoelscher (P),,,,,,,
Senior Study - 42164 - THTR 315 - 015,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Kashi K.  Johnson (P),,,,,,,
Senior Study - 42166 - THTR 315 - 016,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Melpomene   Katakalos (P),,,,,,,
Senior Study - 49190 - THTR 315 - 017,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Darius   Williams (P),,,,,,,
Advanced Special Projects - 47773 - THTR 351 - 010,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Teaching   Staff (P),,,,,,,
Advanced Special Projects - 41353 - THTR 351 - 011,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Augustine   Ripa (P),,,,,,,
Advanced Special Projects - 41354 - THTR 351 - 012,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Pam   Pepper (P),,,,,,,
Advanced Special Projects - 41355 - THTR 351 - 013,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Jeffrey R.  Milet (P),,,,,,,
Advanced Special Projects - 41357 - THTR 351 - 015,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Kashi K.  Johnson (P),,,,,,,
Advanced Special Projects - 41358 - THTR 351 - 016,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Erica   Hoelscher (P),,,,,,,
Advanced Special Projects - 41359 - THTR 351 - 017,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Melpomene   Katakalos (P),,,,,,,
Advanced Special Projects - 47121 - THTR 351 - 018,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Pamela D.  Richey (P),,,,,,,
Advanced Special Projects - 41361 - THTR 351 - 019,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Andrew Frances  Southard (P),,,,,,,
Advanced Special Projects - 41698 - THTR 351 - 021,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Augustine   Ripa (P),,,,,,,
Advanced Special Projects - 41699 - THTR 351 - 022,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Pam   Pepper (P),,,,,,,
Advanced Special Projects - 41700 - THTR 351 - 023,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Jeffrey R.  Milet (P),,,,,,,
Advanced Special Projects - 41701 - THTR 351 - 024,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Erica   Hoelscher (P),,,,,,,
Advanced Special Projects - 41702 - THTR 351 - 025,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Kashi K.  Johnson (P),,,,,,,
Advanced Special Projects - 41705 - THTR 351 - 027,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Melpomene   Katakalos (P),,,,,,,
Advanced Special Projects - 41707 - THTR 351 - 029,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Andrew Frances  Southard (P),,,,,,,
Advanced Special Projects - 43850 - THTR 351 - 031,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Darius   Williams (P),,,,,,,
Advanced Special Projects - 43851 - THTR 351 - 032,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Susan M.  Ragusa (P),,,,,,,
Advanced Special Projects - 47124 - THTR 351 - 033,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Teaching   Staff (P),,,,,,,
Advanced Special Projects - 46108 - THTR 351 - 034,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Kristian Derek  Ball (P),,,,,,,
Advanced Special Projects - 46109 - THTR 351 - 035,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Ruth Elizabeth Briese  Miller (P),,,,,,,
Advanced Special Projects - 47122 - THTR 351 - 036,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Pamela D.  Richey (P),,,,,,,
Honors Project - 47777 - THTR 389 - 010,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Teaching   Staff (P),,,,,,,
Honors Project - 41600 - THTR 389 - 011,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Augustine   Ripa (P),,,,,,,
Honors Project - 41601 - THTR 389 - 012,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Pam   Pepper (P),,,,,,,
Honors Project - 41602 - THTR 389 - 013,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Jeffrey R.  Milet (P),,,,,,,
Honors Project - 41603 - THTR 389 - 014,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Erica   Hoelscher (P),,,,,,,
Honors Project - 41604 - THTR 389 - 015,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Kashi K.  Johnson (P),,,,,,,
Honors Project - 41606 - THTR 389 - 017,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Melpomene   Katakalos (P),,,,,,,
Honors Project - 49191 - THTR 389 - 018,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Darius   Williams (P),,,,,,,
