Link,Type,Time,Days,Location,Date Range,Schedule Type,Instructor,Type 2,Time 2,Days 2,Location 2,Date Range 2,Schedule Type 2,Instructor 2
The Business Plan I: Strategic Considerations - 47446 - GBEN 401 - 010,Class,7:10 pm - 10:00 pm,R,To Be Determined-Hrs Arranged,"Sep 04, 2014 - Sep 04, 2014",Lecture,Dale F.  Falcinelli (P),Class Activity 1,7:10 pm - 10:00 pm,R,To Be Determined-Hrs Arranged,"Sep 18, 2014 - Sep 18, 2014",Lecture,Dale F.  Falcinelli (P)
Anatomy of Entrepreneurship: Startups and Established Companies - 48877 - GBEN 403 - 010,Class,TBA,,To Be Determined-Hrs Arranged,"Aug 11, 2014 - Aug 23, 2014",Lecture,Dale F.  Falcinelli (P),,,,,,,
Market Opportunity: Targeting Strategies and Selling Tactics - 45078 - GBEN 404 - 010,Class,TBA,,To Be Determined-Hrs Arranged,"Sep 08, 2014 - Sep 20, 2014",Lecture,Dale F.  Falcinelli (P),,,,,,,
Intellectual Property: Management and Valuation - 45079 - GBEN 405 - 010,Class,TBA,,To Be Determined-Hrs Arranged,"Oct 06, 2014 - Oct 18, 2014",Lecture,Dale F.  Falcinelli (P),,,,,,,
Performing a Business Enterprise Audit: Developing an Industry Perspective - 45080 - GBEN 406 - 010,Class,TBA,,To Be Determined-Hrs Arranged,"Nov 24, 2014 - Dec 06, 2014",Lecture,Dale F.  Falcinelli (P),,,,,,,
Processes and Infrastructure: Creating Production and Delivery - 45082 - GBEN 407 - 010,Class,TBA,,To Be Determined-Hrs Arranged,"Oct 27, 2014 - Nov 08, 2014",Lecture,Dale F.  Falcinelli (P),,,,,,,
Integrative Experience/New Venture Internship - 48933 - GBEN 413 - 010,Class,TBA,,To Be Determined-Hrs Arranged,"Aug 25, 2014 - Dec 05, 2014",Lecture,Dale F.  Falcinelli (P),,,,,,,
Entrepreneurship & Innovation:  From Idea to Opportunity - 49440 - GBEN 424 - 010,Class,7:00 pm - 10:00 pm,R,TBA,"Aug 25, 2014 - Dec 05, 2014",Full On line Class,William   Forster (P),,,,,,,
